   -7.000000000    0.000298489
   -6.990990991    0.000304336
   -6.981981982    0.000310382
   -6.972972973    0.000316638
   -6.963963964    0.000323113
   -6.954954955    0.000329819
   -6.945945946    0.000336766
   -6.936936937    0.000343968
   -6.927927928    0.000351437
   -6.918918919    0.000359187
   -6.909909910    0.000367234
   -6.900900901    0.000375594
   -6.891891892    0.000384283
   -6.882882883    0.000393320
   -6.873873874    0.000402726
   -6.864864865    0.000412520
   -6.855855856    0.000422725
   -6.846846847    0.000433367
   -6.837837838    0.000444471
   -6.828828829    0.000456066
   -6.819819820    0.000468183
   -6.810810811    0.000480855
   -6.801801802    0.000494117
   -6.792792793    0.000508009
   -6.783783784    0.000522573
   -6.774774775    0.000537855
   -6.765765766    0.000553905
   -6.756756757    0.000570778
   -6.747747748    0.000588534
   -6.738738739    0.000607237
   -6.729729730    0.000626960
   -6.720720721    0.000647781
   -6.711711712    0.000669788
   -6.702702703    0.000693075
   -6.693693694    0.000717748
   -6.684684685    0.000743925
   -6.675675676    0.000771735
   -6.666666667    0.000801324
   -6.657657658    0.000832852
   -6.648648649    0.000866501
   -6.639639640    0.000902474
   -6.630630631    0.000940998
   -6.621621622    0.000982331
   -6.612612613    0.001026765
   -6.603603604    0.001074633
   -6.594594595    0.001126312
   -6.585585586    0.001182235
   -6.576576577    0.001242901
   -6.567567568    0.001308885
   -6.558558559    0.001380855
   -6.549549550    0.001459588
   -6.540540541    0.001545998
   -6.531531532    0.001641160
   -6.522522523    0.001746348
   -6.513513514    0.001863087
   -6.504504505    0.001993207
   -6.495495495    0.002138927
   -6.486486486    0.002302957
   -6.477477477    0.002488639
   -6.468468468    0.002700137
   -6.459459459    0.002942691
   -6.450450450    0.003222983
   -6.441441441    0.003549646
   -6.432432432    0.003934004
   -6.423423423    0.004391169
   -6.414414414    0.004941705
   -6.405405405    0.005614218
   -6.396396396    0.006449553
   -6.387387387    0.007507805
   -6.378378378    0.008880638
   -6.369369369    0.010714067
   -6.360360360    0.013253495
   -6.351351351    0.016940381
   -6.342342342    0.022642975
   -6.333333333    0.032292038
   -6.324324324    0.051034138
   -6.315315315    0.097395008
   -6.306306306    0.297400904
   -6.297297297   32.883847563
   -6.288288288    9.077386213
   -6.279279279    6.108023720
   -6.270270270    4.753656261
   -6.261261261    3.948052650
   -6.252252252    3.405234863
   -6.243243243    3.011366480
   -6.234234234    2.711040619
   -6.225225225    2.473700789
   -6.216216216    2.280980708
   -6.207207207    2.121119995
   -6.198198198    1.986212547
   -6.189189189    1.870733569
   -6.180180180    1.770698451
   -6.171171171    1.683156840
   -6.162162162    1.605875047
   -6.153153153    1.537129400
   -6.144144144    1.475567609
   -6.135135135    1.420113294
   -6.126126126    1.369898691
   -6.117117117    1.324216266
   -6.108108108    1.282483294
   -6.099099099    1.244215503
   -6.090090090    1.209007200
   -6.081081081    1.176516073
   -6.072072072    1.146451449
   -6.063063063    1.118565124
   -6.054054054    1.092644138
   -6.045045045    1.068505041
   -6.036036036    1.045989309
   -6.027027027    1.024959675
   -6.018018018    1.005297174
   -6.009009009    0.986898772
   -6.000000000    0.969675478
   -5.990990991    0.953550860
   -5.981981982    0.938459913
   -5.972972973    0.924348246
   -5.963963964    0.911171573
   -5.954954955    0.898895502
   -5.945945946    0.887495664
   -5.936936937    0.876958194
   -5.927927928    0.867280686
   -5.918918919    0.858473699
   -5.909909910    0.850563045
   -5.900900901    0.843593126
   -5.891891892    0.837631773
   -5.882882883    0.832777301
   -5.873873874    0.829168919
   -5.864864865    0.827002366
   -5.855855856    0.826554012
   -5.846846847    0.828219152
   -5.837837838    0.832575221
   -5.828828829    0.840491094
   -5.819819820    0.853327298
   -5.810810811    0.873330413
   -5.801801802    0.904487542
   -5.792792793    0.954633906
   -5.783783784    1.041737487
   -5.774774775    1.219517194
   -5.765765766    1.783808854
   -5.756756757    0.173591171
   -5.747747748    0.027025225
   -5.738738739    0.013250450
   -5.729729730    0.008755970
   -5.720720721    0.006677786
   -5.711711712    0.005558721
   -5.702702703    0.004924084
   -5.693693694    0.004584415
   -5.684684685    0.004461041
   -5.675675676    0.004532912
   -5.666666667    0.004824954
   -5.657657658    0.005424122
   -5.648648649    0.006543849
   -5.639639640    0.008743057
   -5.630630631    0.013877224
   -5.621621622    0.032312554
   -5.612612613    0.675394405
   -5.603603604    1.449050620
   -5.594594595    1.058901796
   -5.585585586    0.907965298
   -5.576576577    0.825285883
   -5.567567568    0.772425496
   -5.558558559    0.735432996
   -5.549549550    0.707933555
   -5.540540541    0.686577465
   -5.531531532    0.669429413
   -5.522522523    0.655291317
   -5.513513514    0.643381342
   -5.504504505    0.633167559
   -5.495495495    0.624275588
   -5.486486486    0.616434404
   -5.477477477    0.609443071
   -5.468468468    0.603149535
   -5.459459459    0.597436658
   -5.450450450    0.592212774
   -5.441441441    0.587405144
   -5.432432432    0.582955317
   -5.423423423    0.578815791
   -5.414414414    0.574947563
   -5.405405405    0.571318304
   -5.396396396    0.567900984
   -5.387387387    0.564672821
   -5.378378378    0.561614469
   -5.369369369    0.558709387
   -5.360360360    0.555943339
   -5.351351351    0.553303996
   -5.342342342    0.550780620
   -5.333333333    0.548363809
   -5.324324324    0.546045286
   -5.315315315    0.543817729
   -5.306306306    0.541674632
   -5.297297297    0.539610188
   -5.288288288    0.537619190
   -5.279279279    0.535696954
   -5.270270270    0.533839246
   -5.261261261    0.532042229
   -5.252252252    0.530302410
   -5.243243243    0.528616601
   -5.234234234    0.526981880
   -5.225225225    0.525395564
   -5.216216216    0.523855181
   -5.207207207    0.522358446
   -5.198198198    0.520903241
   -5.189189189    0.519487600
   -5.180180180    0.518109692
   -5.171171171    0.516767807
   -5.162162162    0.515460345
   -5.153153153    0.514185807
   -5.144144144    0.512942783
   -5.135135135    0.511729947
   -5.126126126    0.510546048
   -5.117117117    0.509389903
   -5.108108108    0.508260393
   -5.099099099    0.507156457
   -5.090090090    0.506077086
   -5.081081081    0.505021324
   -5.072072072    0.503988256
   -5.063063063    0.502977012
   -5.054054054    0.501986761
   -5.045045045    0.501016708
   -5.036036036    0.500066091
   -5.027027027    0.499134181
   -5.018018018    0.498220279
   -5.009009009    0.497323712
   -5.000000000    0.496443834
   -4.990990991    0.495580024
   -4.981981982    0.494731684
   -4.972972973    0.493898236
   -4.963963964    0.493079125
   -4.954954955    0.492273814
   -4.945945946    0.491481785
   -4.936936937    0.490702536
   -4.927927928    0.489935584
   -4.918918919    0.489180459
   -4.909909910    0.488436709
   -4.900900901    0.487703895
   -4.891891892    0.486981592
   -4.882882883    0.486269386
   -4.873873874    0.485566881
   -4.864864865    0.484873687
   -4.855855856    0.484189430
   -4.846846847    0.483513745
   -4.837837838    0.482846280
   -4.828828829    0.482186690
   -4.819819820    0.481534644
   -4.810810811    0.480889819
   -4.801801802    0.480251901
   -4.792792793    0.479620586
   -4.783783784    0.478995579
   -4.774774775    0.478376593
   -4.765765766    0.477763351
   -4.756756757    0.477155582
   -4.747747748    0.476553025
   -4.738738739    0.475955426
   -4.729729730    0.475362539
   -4.720720721    0.474774125
   -4.711711712    0.474189954
   -4.702702703    0.473609800
   -4.693693694    0.473033447
   -4.684684685    0.472460685
   -4.675675676    0.471891310
   -4.666666667    0.471325125
   -4.657657658    0.470761941
   -4.648648649    0.470201574
   -4.639639640    0.469643846
   -4.630630631    0.469088585
   -4.621621622    0.468535627
   -4.612612613    0.467984813
   -4.603603604    0.467435989
   -4.594594595    0.466889007
   -4.585585586    0.466343726
   -4.576576577    0.465800010
   -4.567567568    0.465257727
   -4.558558559    0.464716753
   -4.549549550    0.464176968
   -4.540540541    0.463638257
   -4.531531532    0.463100511
   -4.522522523    0.462563625
   -4.513513514    0.462027500
   -4.504504505    0.461492042
   -4.495495495    0.460957161
